name,repair_shop_type,repair_scope,contac,region,address,latitude,longitude,available_time
오창남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-214-8203,충청북도,청주시 청원구 오창읍 과학산업3로 78-15,36.6973928277141,127.421555142942,09:00 ~ 18:00
오창장대점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-218-8572,충청북도,청주시 청원구 오창읍 오창시내1길 13,36.7389302902293,127.457784752969,N
옥산점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-260-1988,충청북도,청주시 흥덕구 옥산면 오송가락로 895,36.666454156761,127.380173630948,N
용암동부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-285-8277,충청북도,청주시 상당구 용암북로168번길 11-2,36.6227001086398,127.515953667799,N
요촌점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-544-3721,전북특별자치도,김제시 중앙로 130,35.802819622386195,126.88957779998007,N
인후남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-244-9383,전북특별자치도,전주시 덕진구 건산로 213,35.83395689003473,127.16036439008047,08:30 ~ 17:00
인후점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-245-9119,전북특별자치도,전주시 덕진구 가재미로 50,35.829579558683896,127.16232000427637,08:30 ~ 18:00
조촌점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-445-8270,전북특별자치도,군산시 조촌로 139,35.97657908714606,126.7373147286005,00:00 ~ 24:00
죽항점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-625-0646,전북특별자치도,남원시 의총로 90-27,35.4087447680325,127.377950042074,08:30 ~ 17:30
중화산중부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-282-8572,전북특별자치도,전주시 완산구 서원로 341,35.8131691791859,127.131552766389,08:30 ~ 17:30
지곡남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-466-2211,전북특별자치도,군산시 지곡로 33,35.95639754213891,126.71096981346004,08:30 ~ 18:00
지곡점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-466-8297,전북특별자치도,군산시 지곡로 33,35.95639754213891,126.71096981346004,08:30 ~ 18:00
진안점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-433-6982,경기도,화성시 병점구 병점4로 55,37.214600640186,127.036943070872,N
태인점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-534-8688,전북특별자치도,정읍시 태인면 정읍북로 1203,35.6506691436576,126.93374533203,08:00 ~ 18:00
평화점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-228-8272,전라남도,목포시 평화로107번길 5,34.798520899282884,126.43545913794632,N
하정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-633-6111,전북특별자치도,남원시 의총로 90-27,35.4087447680325,127.377950042074,08:30 ~ 17:30
한국자동차공업사 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-581-5566,충청남도,태안군 태안읍 원이로 79,36.7641071122537,126.287189369387,N
함열점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-861-7770,전북특별자치도,익산시 함열읍 함낭로 495,36.07407812174314,126.96213891152657,N
현대고창서비스,현대,고전압배터리 제외 전 작업 수리 가능,063-561-1911,전북특별자치도,고창군 고창읍 보릿골로 106,35.43456209704834,126.69578887906222,08:30 ~ 18:00
현대장수서비스,현대,고전압배터리 제외 전 작업 수리 가능,063-353-8272,전북특별자치도,장수군 계남면 장무로 155,35.72500288997087,127.58291698053176,08:30 ~ 18:00
호성점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-246-8182,전북특별자치도,전주시 덕진구 동부대로 802,35.85929936794627,127.15481555687003,N
황등점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-856-8572,전북특별자치도,익산시 황등면 황등로 14,35.99459219979758,126.94921805724356,08:00 ~ 18:00
효자남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-224-8865,전북특별자치도,전주시 완산구 쑥고개로 376,35.803578722221495,127.10615714072172,08:30 ~ 18:00
효자북부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-224-7282,전북특별자치도,전주시 완산구 후곡길 5-16,35.80934088456239,127.09491124506827,08:30 ~ 18:00
효자점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,063-227-9949,전북특별자치도,전주시 완산구 안행로 50,35.8014325050833,127.133586754501,08:30 ~ 18:30
강정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,064-738-3749,제주특별자치도,서귀포시 일주서로 215-3,33.2500128116772,126.484953515227,08:30 ~ 16:30
노형북부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,064-747-1475,제주특별자치도,제주시 월광로 43,33.4854812784823,126.465509399744,08:30 ~ 18:30
노형점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,064-746-5109,제주특별자치도,제주시 월광로 43,33.4854812784823,126.465509399744,08:30 ~ 18:30
대정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,064-794-6650,대전광역시,서구 가수원로 103-13,36.303103831942,127.348613316668,08:30 ~ 17:30
함양점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,055-963-9453,경상남도,함양군 함양읍 함양로 1262,35.5297907106294,127.733182211828,N
합천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,055-934-1388,경상남도,합천군 합천읍 대야로 932,35.57149780376977,128.1640671573945,N
강구점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-733-5300,경상북도,영덕군 강구면 동해대로 4571,36.3650191999398,129.37658770587,N
건천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-751-8207,경상북도,경주시 건천읍 내서로 1201,35.8434722592663,129.10941922652282,08:30 ~ 17:30
계양점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-802-8204,경상북도,경산시 원효로 120,35.8222266406555,128.750507476349,08:30 ~ 17:30
달전점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-262-8204,경상북도,포항시 북구 소티재로 173,36.06652092911649,129.35071299040837,08:30 ~ 18:00
북포항현대자동차서비스(주),현대,고전압배터리 제외 전 작업 수리 가능,054-232-8204,경상북도,포항시 북구 청하면 동해대로 2353,36.17957825322539,129.34021834384902,08:30 ~ 18:00
성건점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-744-8204,경상북도,경주시 북문로 63,35.85035694334212,129.20946877628424,08:30 ~ 18:00
성동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-771-7120,경상북도,경주시 알천남로 176-1,35.8492379838901,129.219186896799,08:30 ~ 18:00
송도점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-243-8204,인천광역시,연수구 신송로118번길 9,37.3962728369954,126.652883370244,09:00 ~ 18:00
안강점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-763-8205,경상북도,경주시 안강읍 안강중앙로 40-1,35.9952467279624,129.204536863814,08:30 ~ 18:00
야사점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-338-0003,경상북도,영천시 충효로 171,35.97785581076549,128.94710723369872,08:30 ~ 17:30
영천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-336-8204,경상북도,영천시 향군로 16,35.96430061929792,128.91939354038377,08:30 ~ 17:30
오천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-292-4473,경상북도,포항시 남구 오천읍 정몽주로 625,35.97380813827748,129.41449625530234,08:30 ~ 18:00
용강점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-741-8204,서울,마포구 토정로 270,37.5423738327036,126.939616718821,08:30 ~ 18:00
울릉서비스 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-791-0014,경상북도,울릉군 울릉읍 사동2길 139,37.48142642349515,130.89035575744575,08:30 ~ 17:30
이동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-276-8204,경상북도,포항시 남구 이동로 20,36.0319678244665,129.337727570662,09:00 ~ 18:30
죽변점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-783-0161,경상북도,울진군 죽변면 울진북로 1552,37.0743790944999,129.40133390197926,08:30 ~ 18:30
청도점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-373-8208,경상북도,청도군 청도읍 중앙로 77,35.64616638315062,128.75176360521542,08:30 ~ 17:30
청림점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-292-5020,경상북도,포항시 남구 정몽주로 897,35.9946179822379,129.403477007473,08:30 ~ 18:00
충효점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-743-8204,경상북도,경주시 태종로 450-2,35.84341630351092,129.179080047076,08:30 ~ 18:00
하양자동차종합정비 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,053-851-9009,경상북도,경산시 진량읍 공단10로 349,35.88599969495514,128.8346689005553,09:00 ~ 18:00
현대자동차삼천리써비스,현대,고전압배터리 제외 전 작업 수리 가능,054-337-3005,경상북도,영천시 금호읍 금호로 338-32,35.93734514526218,128.8963570726055,08:30 ~ 17:30
현대자동차청도서비스,현대,고전압배터리 제외 전 작업 수리 가능,054-373-8400,경상북도,청도군 화양읍 청려로 1798,35.650994813388685,128.71526861330568,09:00 ~ 17:30
황성점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-776-8209,경상북도,경주시 갓뒤길3번길 1-6,35.8707054732345,129.216298502494,08:30 ~ 18:00
후포점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-788-8204,경상북도,울진군 후포면 후포삼율로 199,36.68773311576091,129.44146054469866,08:30 ~ 18:00
흥해점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,054-262-8275,경상북도,포항시 북구 흥해읍 동해대로 1529,36.108622855392696,129.3424508901986,08:30 ~ 18:00
북동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-521-8572,광주광역시,북구 중흥로 124,35.1625642561698,126.907669278827,08:30 ~ 17:30
산정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-955-8204,광주광역시,광산구 산정공원로81번길 30,35.17507110591899,126.80480906155653,N
신창진흥점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-961-3111,광주광역시,광산구 북문대로 482,35.1984356291781,126.84437768844676,08:30 ~ 18:00
용봉점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-523-8205,광주광역시,북구 설죽로 223,35.17955395194659,126.8975862152732,N
월산점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-368-8572,광주광역시,남구 월산로 47-4,35.14242131620708,126.89944006141764,08:30 ~ 19:00
풍암점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-654-8572,광주광역시,서구 풍암순환로128번길 81,35.12888169071809,126.88591891751756,08:30 ~ 18:00
화정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,062-383-3116,광주광역시,서구 화정로 80,35.1447182476401,126.866160680206,08:30 ~ 18:00
관저점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-542-8572,대전광역시,서구 관저동로73번길 23,36.2983871526948,127.339173835266,N
괴정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-535-0711,대전광역시,유성구 북유성대로 149,36.379855221923066,127.32299315566738,N
대동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-282-0109,대전광역시,동구 계족로 122-1,36.32524921413,127.445775549981,N
팽성점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-691-4856,경기도,평택시 팽성읍 안정로 215,36.9696042378844,127.063521442838,09:00 ~ 18:00
대흥점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-221-7282,대전광역시,동구 계족로 122-1,36.32524921413,127.445775549981,N
도마점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-535-6826,대전광역시,서구 도산로 149,36.3218076200943,127.37747277724,N
둔산동부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-476-8204,대전광역시,서구 문정로9번길 10-12,36.3458353515315,127.381278186136,08:30 ~ 18:00
목상점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-935-2110,대전광역시,대덕구 대덕대로 1508,36.4492676938806,127.415853947613,08:30 ~ 18:00
문화점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-582-1199,대전광역시,중구 산성로 138,36.3118794959671,127.402019613569,N
변동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-532-3400,대전광역시,서구 도산로 149,36.3218076200943,127.37747277724,N
봉명점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-823-0119,대전광역시,유성구 유성대로654번길 192,36.349966489163,127.339388510237,N
상서점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-933-4972,대전광역시,대덕구 신탄진로 607,36.4330923020091,127.423422479002,08:30 ~ 18:00
선화점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-242-8202,대전광역시,동구 계족로 122-1,36.32524921413,127.445775549981,N
안영점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-586-1393,대전광역시,중구 대둔산로 237,36.29130296723262,127.38133996638044,08:30 ~ 18:00
용문점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-536-8204,대전광역시,서구 도산로 339,36.3357949150491,127.389516125378,N
용전점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-636-0711,대전광역시,동구 계족로505번길 3,36.3567383742767,127.432442950348,N
원신흥점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-632-6615,대전광역시,유성구 원신흥로40번길 21,36.3378749385732,127.341131586026,09:00 ~ 17:30
자운점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-863-2500,대전광역시,유성구 유성대로1184번길 71,36.3949944472401,127.353691461516,08:30 ~ 18:00
중리점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-635-8204,대전광역시,대덕구 송촌북로5번길 7,36.3626959840853,127.436665335371,08:30 ~ 18:00
지족점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-477-7676,대전광역시,유성구 은구비남로 1,36.3724088447792,127.315910752988,08:30 ~ 17:30
탑립점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,042-626-9974,대전광역시,유성구 테크노10로 53,36.4164556462663,127.408239827118,N
호계점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-458-8204,경기도,안양시 동안구 경수대로 697,37.38405896259549,126.95153563958787,N
호매실점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-217-8204,경기도,수원시 권선구 칠보로113번길 16,37.2670021436142,126.951395425325,N
호평점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-511-8200,경기도,남양주시 경춘로 1319,37.6513411919362,127.238463213808,08:30 ~ 18:00
화도점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-594-0500,경기도,남양주시 화도읍 경춘로 1713,37.6557124030231,127.281164479224,08:30 ~ 18:00
화서점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-247-8204,경기도,수원시 팔달구 팔달로 151,37.2819836889155,127.005372009898,N
화정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-978-5151,광주광역시,서구 화정로 80,35.1447182476401,126.866160680206,08:30 ~ 18:00
회정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-859-8888,경기도,양주시 평화로 1807,37.8503843317376,127.0545104737375,09:00 ~ 17:00
